case_id,benchmark_id,family,label,mode,coeff,alternate_coeff,maxdim,dimension,threshold_label,threshold_value,matrix_size,distance_matrix_hash,point_cloud_hash,boundary_condition,classification,mechanism,notes,baseline_zero_metric,ripser_dionysus_exact,float32_roundtrip_matches,gudhi_extra_interval_count,gudhi_extra_zero_length_count,gudhi_extra_threshold_touching_count,gudhi_extra_short_count,gudhi_extra_max_length,quantized_or_exact_variant_classification,quantized_or_exact_variant_exact_all,jitter_variant_classification,jitter_variant_exact_all,scale_half_exact_all,scale_double_exact_all,alpha_vs_2alpha_matches,alpha_vs_2alpha_candidate,alternate_coeff_classification,alternate_coeff_mechanism,alternate_coeff_same_classification,infinite_bar_counts_equal,infinite_bar_count_gudhi,infinite_bar_count_ripser,infinite_bar_count_dionysus,diagonal_zero,approximation_flags_disabled,input_matrix_path,point_cloud_path,case_audit_path,audit_case_command
tfim_pbc_n6_g0p50__floating__p3__h2__selected,tfim_pbc_n6_g0p50__floating,A,"TFIM PBC N=6, g=0.50",floating,3,2,2,2,selected,1.1276651550305354,6,a0d257bb4f737d25c696dc7bdf280458e54c9484cfefd9da0bf7245e8934510e,,pbc,convention mismatch,truncated-filtration infinite-bar handling,The disagreement is entirely unmatched infinite bars born at the truncation threshold.,False,True,False,0,0,0,0,0.0,no discrepancy,True,convention mismatch,False,True,False,,False,convention mismatch,truncated-filtration infinite-bar handling,True,False,0,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__floating__p3__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__floating__p3__h2__selected
tfim_pbc_n6_g0p50__floating__p3__h2__full,tfim_pbc_n6_g0p50__floating,A,"TFIM PBC N=6, g=0.50",floating,3,2,2,0,full,1.130663291251138,6,a0d257bb4f737d25c696dc7bdf280458e54c9484cfefd9da0bf7245e8934510e,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,5,0,0,0,1.1122492838977895,no discrepancy,True,floating-point artifact,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__floating__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__floating__p3__h2__full
tfim_pbc_n6_g0p50__floating__p3__h2__full,tfim_pbc_n6_g0p50__floating,A,"TFIM PBC N=6, g=0.50",floating,3,2,2,1,full,1.130663291251138,6,a0d257bb4f737d25c696dc7bdf280458e54c9484cfefd9da0bf7245e8934510e,,pbc,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,10,9,3,9,0.01541590690612793,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__floating__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__floating__p3__h2__full
tfim_pbc_n6_g0p50__floating__p3__h2__full,tfim_pbc_n6_g0p50__floating,A,"TFIM PBC N=6, g=0.50",floating,3,2,2,2,full,1.130663291251138,6,a0d257bb4f737d25c696dc7bdf280458e54c9484cfefd9da0bf7245e8934510e,,pbc,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,10,9,10,9,0.0029981362206001894,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__floating__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__floating__p3__h2__full
tfim_pbc_n6_g0p50__quantized__p2__h1__selected,tfim_pbc_n6_g0p50__quantized,A,"TFIM PBC N=6, g=0.50",quantized,2,3,1,1,selected,1.1279296875,6,cadaccc66f23167e9032a740320f9d7ff6b727fd7d13226f7b89f3e7ecae281b,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,6,6,6,6,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__quantized__p2__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__quantized__p2__h1__selected
tfim_pbc_n6_g0p50__quantized__p2__h1__full,tfim_pbc_n6_g0p50__quantized,A,"TFIM PBC N=6, g=0.50",quantized,2,3,1,1,full,1.130859375,6,cadaccc66f23167e9032a740320f9d7ff6b727fd7d13226f7b89f3e7ecae281b,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,9,9,3,9,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__quantized__p2__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__quantized__p2__h1__full
tfim_pbc_n6_g0p50__quantized__p2__h2__selected,tfim_pbc_n6_g0p50__quantized,A,"TFIM PBC N=6, g=0.50",quantized,2,3,2,1,selected,1.1279296875,6,cadaccc66f23167e9032a740320f9d7ff6b727fd7d13226f7b89f3e7ecae281b,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,6,6,6,6,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__quantized__p2__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__quantized__p2__h2__selected
tfim_pbc_n6_g0p50__quantized__p2__h2__full,tfim_pbc_n6_g0p50__quantized,A,"TFIM PBC N=6, g=0.50",quantized,2,3,2,1,full,1.130859375,6,cadaccc66f23167e9032a740320f9d7ff6b727fd7d13226f7b89f3e7ecae281b,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,9,9,3,9,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__quantized__p2__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__quantized__p2__h2__full
tfim_pbc_n6_g0p50__quantized__p2__h2__full,tfim_pbc_n6_g0p50__quantized,A,"TFIM PBC N=6, g=0.50",quantized,2,3,2,2,full,1.130859375,6,cadaccc66f23167e9032a740320f9d7ff6b727fd7d13226f7b89f3e7ecae281b,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,9,9,9,9,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__quantized__p2__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__quantized__p2__h2__full
tfim_pbc_n6_g0p50__quantized__p3__h1__selected,tfim_pbc_n6_g0p50__quantized,A,"TFIM PBC N=6, g=0.50",quantized,3,2,1,1,selected,1.1279296875,6,cadaccc66f23167e9032a740320f9d7ff6b727fd7d13226f7b89f3e7ecae281b,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,6,6,6,6,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__quantized__p3__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__quantized__p3__h1__selected
tfim_pbc_n6_g0p50__quantized__p3__h1__full,tfim_pbc_n6_g0p50__quantized,A,"TFIM PBC N=6, g=0.50",quantized,3,2,1,1,full,1.130859375,6,cadaccc66f23167e9032a740320f9d7ff6b727fd7d13226f7b89f3e7ecae281b,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,9,9,3,9,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__quantized__p3__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__quantized__p3__h1__full
tfim_pbc_n6_g0p50__quantized__p3__h2__selected,tfim_pbc_n6_g0p50__quantized,A,"TFIM PBC N=6, g=0.50",quantized,3,2,2,1,selected,1.1279296875,6,cadaccc66f23167e9032a740320f9d7ff6b727fd7d13226f7b89f3e7ecae281b,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,6,6,6,6,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__quantized__p3__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__quantized__p3__h2__selected
tfim_pbc_n6_g0p50__quantized__p3__h2__full,tfim_pbc_n6_g0p50__quantized,A,"TFIM PBC N=6, g=0.50",quantized,3,2,2,1,full,1.130859375,6,cadaccc66f23167e9032a740320f9d7ff6b727fd7d13226f7b89f3e7ecae281b,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,9,9,3,9,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__quantized__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__quantized__p3__h2__full
tfim_pbc_n6_g0p50__quantized__p3__h2__full,tfim_pbc_n6_g0p50__quantized,A,"TFIM PBC N=6, g=0.50",quantized,3,2,2,2,full,1.130859375,6,cadaccc66f23167e9032a740320f9d7ff6b727fd7d13226f7b89f3e7ecae281b,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,9,9,9,9,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g0p50__quantized__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g0p50__quantized__p3__h2__full
tfim_pbc_n6_g1p00__floating__p2__h1__selected,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,2,3,1,0,selected,2.497817855094092,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,5,0,0,0,1.8570704460144043,no discrepancy,True,floating-point artifact,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p2__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p2__h1__selected
tfim_pbc_n6_g1p00__floating__p2__h1__selected,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,2,3,1,1,selected,2.497817855094092,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,False,True,False,2,1,1,1,0.6407473087310791,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,False,1,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p2__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p2__h1__selected
tfim_pbc_n6_g1p00__floating__p2__h1__full,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,2,3,1,0,full,2.7097514512720444,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,5,0,0,0,1.8570704460144043,no discrepancy,True,floating-point artifact,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p2__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p2__h1__full
tfim_pbc_n6_g1p00__floating__p2__h1__full,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,2,3,1,1,full,2.7097514512720444,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,10,9,3,9,0.6407474612978237,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p2__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p2__h1__full
tfim_pbc_n6_g1p00__floating__p2__h2__selected,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,2,3,2,0,selected,2.497817855094092,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,5,0,0,0,1.8570704460144043,no discrepancy,True,floating-point artifact,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p2__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p2__h2__selected
tfim_pbc_n6_g1p00__floating__p2__h2__selected,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,2,3,2,1,selected,2.497817855094092,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,False,True,False,2,1,1,1,0.6407473087310791,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,False,1,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p2__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p2__h2__selected
tfim_pbc_n6_g1p00__floating__p2__h2__selected,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,2,3,2,2,selected,2.497817855094092,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,convention mismatch,truncated-filtration infinite-bar handling,The disagreement is entirely unmatched infinite bars born at the truncation threshold.,False,True,False,0,0,0,0,0.0,no discrepancy,True,convention mismatch,False,True,False,,False,convention mismatch,truncated-filtration infinite-bar handling,True,False,0,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p2__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p2__h2__selected
tfim_pbc_n6_g1p00__floating__p2__h2__full,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,2,3,2,0,full,2.7097514512720444,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,5,0,0,0,1.8570704460144043,no discrepancy,True,floating-point artifact,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p2__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p2__h2__full
tfim_pbc_n6_g1p00__floating__p2__h2__full,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,2,3,2,1,full,2.7097514512720444,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,10,9,3,9,0.6407474612978237,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p2__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p2__h2__full
tfim_pbc_n6_g1p00__floating__p2__h2__full,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,2,3,2,2,full,2.7097514512720444,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,10,9,10,9,0.21193361282348633,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p2__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p2__h2__full
tfim_pbc_n6_g1p00__floating__p3__h1__selected,tfim_pbc_n6_g1p00__floating,A,"TFIM PBC N=6, g=1.00",floating,3,2,1,0,selected,2.497817855094092,6,02dc5c8900dfce4c644db7737f84ab021e0abca9b3bac8e95776e378a83cd794,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,5,0,0,0,1.8570704460144043,no discrepancy,True,floating-point artifact,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n6_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n6_g1p00__floating__p3__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n6_g1p00__floating__p3__h1__selected
